,pos_key_pos,companyid_pb,pb_idx,method,score,src_file,rank,company_raw_pos,company_linkedin_url_pos,company_cleaned_pos,location_raw_pos,region_pos,country_pos,state_pos,metro_area_pos,weight_pos,rcid_pos,company_name_pos,ultimate_parent_rcid_pos,ultimate_parent_company_name_pos,onet_code_pos,onet_title_pos,ticker_pos,exchange_pos,cusip_pos,naics_code_pos,naics_description_pos,company_pos,linkedin_headquarters_pos,gvkey_pos,country_std_pos,state_std_pos,_first_name_raw_pos,company_norm_pos,linkedin_norm_pos,website_domain_pos,hqcountry_pb,hqstate_province_pb,country_std_pb,state_std_pb,companyname_pb,companyalsoknownas_pb,companylegalname_pb,companyformername_pb,file
906,individual_position_0126_part_01_with_company.parquet::18190,99771-85,,linkedin,100.0,individual_position_0126_part_01_with_company.parquet,1,Sid Lee,linkedin.com/company/sid-lee,sid lee,"toronto, canada area",Northern America,Canada,Ontario,toronto metropolitan area,1.0415568,1154952.0,Sid Lee International LLC,310483.0,"Hakuhodo DY Holdings, Inc.",11-2011.00,Advertising and Promotions Managers,,,,541810,Advertising Agencies,Sid Lee International LLC,"Montréal, Québec",,Canada,,sid lee,sid lee,http://linkedin.com/company/sid-lee,sidlee.com,Canada,Quebec,Canada,,Sid Lee,Sid Lee Technologies,"Sid Lee, Inc.",,individual_position_0126_part_01_with_company.parquet
907,individual_position_0126_part_01_with_company.parquet::18191,84614-68,,website,100.0,individual_position_0126_part_01_with_company.parquet,2,GreatSchools,,greatschools,"Berkeley, CA",Northern America,United States,California,san francisco metropolitan area,1.0728543,68217.0,"GreatSchools, Inc.",68217.0,"GreatSchools, Inc.",15-1252.00,Software Developers,,,,813410,Civic and Social Organizations,"GreatSchools, Inc.","Oakland, California",,United States,CA,greatschools,greatschools,http://linkedin.com/company/greatschools,greatschools.org,United States,California,United States,CA,GreatSchools,,"GreatSchools, Inc.",,individual_position_0126_part_01_with_company.parquet
908,individual_position_0126_part_01_with_company.parquet::18214,10672-48,,website,100.0,individual_position_0126_part_01_with_company.parquet,2,Administración Pública - Generalitat de Catalunya,linkedin.com/company/administraci-n-p-blica---generalitat-de-catalunya,administración pública generalitat de catalunya,Greater Barcelona Metropolitan Area,Southern Europe,Spain,Catalonia,barcelona metropolitan area,1.4564543,1824783.0,Administración Pública Generalitat De Catalunya,1824783.0,Administración Pública Generalitat De Catalunya,11-1011.00,Chief Executives,,,,,,Administración Pública Generalitat De Catalunya,,,Spain,,administración pública generalitat de catalunya,administracion publica generalitat de catalunya,http://linkedin.com/company/administraci-n-p-blica---generalitat-de-catalunya,,Spain,,Spain,,Enigma Software Productions,Enigma Software,"Enigma Software Productions, S.L.",,individual_position_0126_part_01_with_company.parquet
909,individual_position_0126_part_01_with_company.parquet::18215,57194-74,,website,100.0,individual_position_0126_part_01_with_company.parquet,2,centre communal d’action sociale Ccas,linkedin.com/company/centre-communal-d%E2%80%99action-sociale-ccas,centre communal d action sociale ccas,"Ville de Paris, Île-de-France, France",Western Europe,France,Ile-de-France,paris metropolitan area,1.5528346,7700165.0,Centre Communal D Action Sociale Ccas,7700165.0,Centre Communal D Action Sociale Ccas,53-2031.00,Flight Attendants,,,,,,Centre Communal D Action Sociale Ccas,,,France,,centre communal d action sociale ccas,centre communal d action sociale ccas,http://linkedin.com/company/centre-communal-d’action-sociale-ccas,,France,Cedex 1,France,,Synt:em,Synt em SA,Synt:em S.A.,,individual_position_0126_part_01_with_company.parquet
910,individual_position_0126_part_01_with_company.parquet::18221,57194-74,,website,100.0,individual_position_0126_part_01_with_company.parquet,2,Institut Universitaire de Formation des Maitres d’Aquitaine IUFM,linkedin.com/company/institut-universitaire-de-formation-des-maitres-d%E2%80%99aquitaine-iufm,institut universitaire de formation des maitres d aquitaine iufm,"Bordeaux, Nouvelle-Aquitaine, France",Western Europe,France,Nouvelle-Aquitaine,bordeaux metropolitan area,1.2888806,4249272.0,Institut Universitaire De Formation Des Maitres D Aquitaine Iufm,4249272.0,Institut Universitaire De Formation Des Maitres D Aquitaine Iufm,15-1251.00,Computer Programmers,,,,,,Institut Universitaire De Formation Des Maitres D Aquitaine Iufm,,,France,,institut universitaire de formation des maitres d aquitaine iufm,institut universitaire de formation des maitres d aquitaine iufm,http://linkedin.com/company/institut-universitaire-de-formation-des-maitres-d’aquitaine-iufm,,France,Cedex 1,France,,Synt:em,Synt em SA,Synt:em S.A.,,individual_position_0126_part_01_with_company.parquet
911,individual_position_0126_part_01_with_company.parquet::18233,118546-48,,website,100.0,individual_position_0126_part_01_with_company.parquet,2,Factum Analytics,linkedin.com/company/factumanalytics,factum analytics,Ecuador,Southern America,Ecuador,empty,ecuador nonmetropolitan area,1.3719611,21397475.0,Factum Analítica,21397475.0,Factum Analítica,15-2041.00,Statisticians,,,,,,Factum Analítica,Quito,,Ecuador,,factum analytics,factum analytics,http://linkedin.com/company/factumanalytics,,Ecuador,,Ecuador,,Kruger Studios,,,,individual_position_0126_part_01_with_company.parquet
912,individual_position_0126_part_01_with_company.parquet::18236,100085-86,,website,100.0,individual_position_0126_part_01_with_company.parquet,2,Tile Mart,,tile mart,"Faisalabad, Punjab, Pakistan",Southern Asia,Pakistan,Punjab,faisalabad metropolitan area,1.871911,92885953.0,Tile Mart (92885953),92885953.0,Tile Mart (92885953),41-2031.00,Retail Salespersons,,,,,,Tile Mart (92885953),"Portage, Michigan",,Pakistan,,tile mart,tile mart,http://linkedin.com/company/tile-mart,,Pakistan,,Pakistan,,KG Hub,,,,individual_position_0126_part_01_with_company.parquet
913,individual_position_0126_part_01_with_company.parquet::18243,56941-84,,website,100.0,individual_position_0126_part_01_with_company.parquet,2,Não existe,linkedin.com/company/mc%C3%A1-digital,não existe,"São Paulo, São Paulo, Brazil",Southern America,Brazil,Sao Paulo,sao paulo metropolitan area,2.1544821,4899975.0,Tik Tak Estacionamento,4899975.0,Tik Tak Estacionamento,,,,,,,,Tik Tak Estacionamento,,,Brazil,,não existe,nao existe,http://linkedin.com/company/mcá-digital,,Brazil,,Brazil,,Goshme Solucoes Para a Internet,GoshMe,Goshme Solucoes Para a Internet Ltd,,individual_position_0126_part_01_with_company.parquet
914,individual_position_0126_part_01_with_company.parquet::18244,10173-43,,website,100.0,individual_position_0126_part_01_with_company.parquet,2,Clinical Pathology Laboratory,linkedin.com/company/clinical-pathology-laboratory,clinical pathology laboratory,"Austin, Texas, United States

            Contact Info",Northern America,United States,Texas,austin metropolitan area,1.5090513,93413095.0,Clinical Pathology Laboratory,93413095.0,Clinical Pathology Laboratory,31-9097.00,Phlebotomists,,,,,,Clinical Pathology Laboratory,"Mission, Texas",,United States,TX,clinical pathology laboratory,clinical pathology laboratory,http://linkedin.com/company/clinical-pathology-laboratory,,United States,Texas,United States,TX,EXE Technologies,EXE,"EXE Technologies, Inc.","Neptune Systems, Dallas Systems Corporation",individual_position_0126_part_01_with_company.parquet
915,individual_position_0126_part_01_with_company.parquet::18246,62992-09,,linkedin,100.0,individual_position_0126_part_01_with_company.parquet,1,Doctolib,linkedin.com/company/doctolib,doctolib,"Paris, Île-de-France, France",Western Europe,France,Ile-de-France,paris metropolitan area,1.2845489,1351248.0,Doctolib SAS,1351248.0,Doctolib SAS,13-2099.01,Financial Quantitative Analysts,,,,513210,Software Publishers,Doctolib SAS,"Levallois-Perret, Île-de-France",,France,,doctolib,doctolib,http://linkedin.com/company/doctolib,doctolib.fr,France,,France,,Doctolib,,Doctolib SAS,,individual_position_0126_part_01_with_company.parquet
916,individual_position_0126_part_01_with_company.parquet::1827,56941-84,,website,100.0,individual_position_0126_part_01_with_company.parquet,2,NG Bank,linkedin.com/company/ng-bank,ng bank,"Ourinhos, São Paulo, Brasil",Southern America,Brazil,Sao Paulo,brazil nonmetropolitan area,1.4783902,7841834.0,Ng Bank,7841834.0,Ng Bank,41-9041.00,Telemarketers,,,,,,Ng Bank,"Ourinhos, São Paulo",,Brazil,,ng bank,ng bank,http://linkedin.com/company/ng-bank,,Brazil,,Brazil,,Goshme Solucoes Para a Internet,GoshMe,Goshme Solucoes Para a Internet Ltd,,individual_position_0126_part_01_with_company.parquet
917,individual_position_0126_part_01_with_company.parquet::18275,56941-84,,website,100.0,individual_position_0126_part_01_with_company.parquet,2,Vicenza Mineração,,vicenza mineração,"Salinas, Minas Gerais, Brazil",Southern America,Brazil,Minas Gerais,brazil nonmetropolitan area,1.1691622,5011722.0,Mirabela Mineração Do Brasil,5011722.0,Mirabela Mineração Do Brasil,19-2042.00,"Geoscientists, Except Hydrologists and Geographers",,,,,,Mirabela Mineração Do Brasil,,,Brazil,,vicenza mineração,vicenza mineracao,http://linkedin.com/company/mirabelamineracao,,Brazil,,Brazil,,Goshme Solucoes Para a Internet,GoshMe,Goshme Solucoes Para a Internet Ltd,,individual_position_0126_part_01_with_company.parquet
918,individual_position_0126_part_01_with_company.parquet::18278,57218-41,,website,100.0,individual_position_0126_part_01_with_company.parquet,2,IMPRONTA ETICA S.R.L.,linkedin.com/company/impronta-etica-s.r.l.,impronta etica s r l,Bologna,Southern Europe,Italy,Emilia-Romagna,bologna metropolitan area,1.1958141,94413628.0,Impronta Etica (94413628),94413628.0,Impronta Etica (94413628),43-6012.00,Legal Secretaries and Administrative Assistants,,,,,,Impronta Etica (94413628),"GIOIA DEL COLLE, Ba",,Italy,,impronta etica s r l,impronta etica s r l,http://linkedin.com/company/impronta-etica-s.r.l.,,Italy,Milan,Italy,,Samares,,Samares SpA,,individual_position_0126_part_01_with_company.parquet
919,individual_position_0126_part_01_with_company.parquet::18283,57457-54,,website,100.0,individual_position_0126_part_01_with_company.parquet,2,teixeiras bakery,,teixeiras bakery,"Roselle Park, New Jersey, United States",Northern America,United States,New Jersey,new york city metropolitan area,1.6762979,6582127.0,Teixeiras Bakery,6582127.0,Teixeiras Bakery,53-3053.00,Shuttle Drivers and Chauffeurs,,,,,,Teixeiras Bakery,"Kearny, New Jersey",,United States,NJ,teixeiras bakery,teixeiras bakery,http://linkedin.com/company/teixeiras-bakery,,United States,New Jersey,United States,NJ,Order Execution Services Holdings,,"Order Execution Services Holdings, Inc.",,individual_position_0126_part_01_with_company.parquet
920,individual_position_0126_part_01_with_company.parquet::18286,61095-79,,linkedin,100.0,individual_position_0126_part_01_with_company.parquet,1,THREAKS GmbH,linkedin.com/company/threaks-gmbh,threaks gmbh,"Stadt Hamburg, Hamburg, Germany",Western Europe,Germany,Hamburg,hamburg metropolitan area,1.1552967,1339392.0,Threaks GmbH,1339392.0,Threaks GmbH,13-1082.00,Project Management Specialists,,,,339930,"Doll, Toy, and Game Manufacturing",Threaks GmbH,"Hamburg, Hamburg",,Germany,,threaks gmbh,threaks,http://linkedin.com/company/threaks-gmbh,threaks.com,Germany,,Germany,,Threaks,,Threaks GmbH,,individual_position_0126_part_01_with_company.parquet
921,individual_position_0126_part_01_with_company.parquet::18300,57194-74,,website,100.0,individual_position_0126_part_01_with_company.parquet,2,NUCLEUM pépinière d'entreprises - Couveuse d'activités,linkedin.com/company/nucleum-p-pini-re-d%27entreprises---couveuse-d%27activit-s,nucleum pépinière d entreprises couveuse d activités,Greater Saint-Brieuc Area,Western Europe,France,Brittany,france nonmetropolitan area,2.1679115,5285786.0,Nucleum Pépinière D Entreprises Couveuse D Activités,5285786.0,Nucleum Pépinière D Entreprises Couveuse D Activités,,,,,,,,Nucleum Pépinière D Entreprises Couveuse D Activités,,,France,,nucleum pépinière d entreprises couveuse d activités,nucleum pepiniere d entreprises couveuse d activites,http://linkedin.com/company/nucleum-p-pini-re-d'entreprises---couveuse-d'activit-s,,France,Cedex 1,France,,Synt:em,Synt em SA,Synt:em S.A.,,individual_position_0126_part_01_with_company.parquet
922,individual_position_0126_part_01_with_company.parquet::18317,97286-68,,linkedin,100.0,individual_position_0126_part_01_with_company.parquet,1,Ecom Express Limited,linkedin.com/company/ecom-express-ltd,ecom express limited,"Bengaluru, Karnataka, India",Southern Asia,India,Karnataka,bengaluru metropolitan area,1.3426572,947882.0,Ecom Express Pvt Ltd.,947882.0,Ecom Express Pvt Ltd.,11-2022.00,Sales Managers,,,,541614,"Process, Physical Distribution, and Logistics Consulting Services",Ecom Express Pvt Ltd.,"Gurugram, Haryana",,India,,ecom express limited,ecom express,http://linkedin.com/company/ecom-express-ltd,ecomexpress.in,India,,India,,Ecom Express,,Ecom Express Limited,,individual_position_0126_part_01_with_company.parquet
923,individual_position_0126_part_01_with_company.parquet::18319,10010-89,,website,100.0,individual_position_0126_part_01_with_company.parquet,2,BRENHAM STATE SUPPORTED LIVING CENTER,linkedin.com/company/brenham-state-supported-living-center,brenham state supported living center,United States,Northern America,United States,empty,empty,1.4764646,2460182.0,Brenham State Supported Living Center,2460182.0,Brenham State Supported Living Center,31-1121.00,Home Health Aides,,,,,,Brenham State Supported Living Center,"Brenham, Texas",,United States,,brenham state supported living center,brenham state supported living center,http://linkedin.com/company/brenham-state-supported-living-center,,United States,California,United States,CA,Broadcom (Acquired 2016),,Broadcom Corp.,,individual_position_0126_part_01_with_company.parquet
924,individual_position_0126_part_01_with_company.parquet::18335,181346-86,,website,100.0,individual_position_0126_part_01_with_company.parquet,2,"РУП ""Белмедпрепараты""",,руп белмедпрепараты,"Минск, Республика Беларусь",Eastern Europe,Belarus,Minsk City,minsk metropolitan area,1.9968678,1985154.0,American Center Of Krasnodar,1985154.0,American Center Of Krasnodar,11-9199.11,Brownfield Redevelopment Specialists and Site Managers,,,,,,American Center Of Krasnodar,,,Belarus,,руп белмедпрепараты,,http://linkedin.com/company/american-center-of-krasnodar,,Belarus,,Belarus,,Bolge,,,,individual_position_0126_part_01_with_company.parquet
925,individual_position_0126_part_01_with_company.parquet::18338,86865-22,,linkedin,100.0,individual_position_0126_part_01_with_company.parquet,1,Maine Maritime Academy,linkedin.com/company/maine-maritime-academy,maine maritime academy,"South Paris, Maine, United States",Northern America,United States,Maine,maine nonmetropolitan area,1.1144933,210192.0,Maine Maritime Academy,210192.0,Maine Maritime Academy,49-9071.00,"Maintenance and Repair Workers, General",,,,611310,"Colleges, Universities, and Professional Schools",Maine Maritime Academy,,,United States,ME,maine maritime academy,maine maritime academy,http://linkedin.com/company/maine-maritime-academy,mainemaritime.edu,United States,Maine,United States,ME,Maine Maritime Academy,,,,individual_position_0126_part_01_with_company.parquet
926,individual_position_0126_part_01_with_company.parquet::18345,56832-04,,website,100.0,individual_position_0126_part_01_with_company.parquet,2,TJMaxx,linkedin.com/company/tjmaxx,tjmaxx,"Nashville, Tennessee, United States",Northern America,United States,Tennessee,nashville metropolitan area,1.5242097,6752595.0,Tjmaxx,6752595.0,Tjmaxx,41-2011.00,Cashiers,,,,,,Tjmaxx,"Goodyear, Arizona",,United States,TN,tjmaxx,tjmaxx,http://linkedin.com/company/tjmaxx,,United States,Tennessee,United States,TN,PriCare,,"PriCare, Inc.",,individual_position_0126_part_01_with_company.parquet
927,individual_position_0126_part_01_with_company.parquet::18346,57194-74,,website,100.0,individual_position_0126_part_01_with_company.parquet,2,CH Rouffach,,ch rouffach,"Haut-Rhin, Grand Est, France",Western Europe,France,Grand Est,france nonmetropolitan area,1.4069996,3316494.0,Elektrohm,3316494.0,Elektrohm,29-1071.00,Physician Assistants,,,,,,Elektrohm,,,France,,ch rouffach,ch rouffach,http://linkedin.com/company/elektrohm,,France,Cedex 1,France,,Synt:em,Synt em SA,Synt:em S.A.,,individual_position_0126_part_01_with_company.parquet
